,Name,City,Cuisines,Average Cost,Aggregate Rating,Original Name
8121,ZaXRb_8121,Tampa,"Desserts, Fast Food",27,2.5,Zaika
6108,faNod_6108,Savannah,"Pizza, Desserts, Seafood",27,0.0,Pizza Day
4332,4yuZi_4332,Iron Mountain,"Desserts, Seafood",27,2.5,Pizza Hut Delivery
8469,X6H8K_8469,Belleville,"Chinese, Bakery, BBQ, Pizza",27,4.0,RollsKing
3968,kEi2y_3968,Ponce,"Desserts, Pizza, Italian, BBQ, Bakery, Chinese",27,0.0,House Of Chocolate
4291,t0RiZ_4291,Nantucket,"Pizza, French, BBQ, Mediterranean, Seafood",27,3.2,Prince Chaat Corner
3955,IVyhg_3955,Amarillo,"Tea, Fast Food, American, Seafood",27,3.8,Thalaivar
1768,1RE5N_1768,Harlingen,"Desserts, Pizza, BBQ, Cafe, Mediterranean",27,0.0,Sun Sweets Restaurant
8134,CCsjh_8134,Lake Charles,"Tea, French, Bakery, Fast Food, Cafe",27,0.0,Spice Affair
6943,SzCES_6943,Evansville,"Tea, Chinese, Indian, Desserts",27,0.0,Brij Ki Rasoi
9096,G2nZg_9096,Texarkana,"Tea, Bakery, Pizza, Desserts",27,3.5,TGI Friday's
6942,hlwit_6942,Texarkana,"French, Bakery, BBQ",27,0.0,Biryani Bot
8669,yhXYl_8669,Harlingen,"Desserts, Tea, Pizza, Mexican, Bakery, Chinese",27,2.7,AB Fast N Food
5925,mwREU_5925,Pellston,"Bakery, Mexican, Pizza",27,2.8,Yo Wok
1197,Q5Wri_1197,Atlanta,"Tea, Bakery, Seafood",27,3.8,Asian Bistro
7375,WLWDl_7375,Pasco,"Desserts, Tea, Mexican, BBQ, Fast Food",27,3.0,Aap Ki Rasoi Ghar
8167,BH5ia_8167,Clarksburg,"French, Pizza, Cafe",27,3.1,Cinnabon & Auntie Anne's
1385,BV1cn_1385,Bismarck,"Cafe, Pizza, Chinese, Indian, Seafood",27,3.9,Crazy Bhukkhad
2323,x5qZA_2323,Phoenix,"Desserts, Pizza, Italian, Bakery, Fast Food",27,4.2,Mama Loca
7413,cwj9j_7413,Walla Walla,"Desserts, Fast Food",27,0.0,Ram Ji Snacks & Food Corner
1655,WzEQW_1655,Muskegon,"Tea, Pizza, Mexican, Cafe, Indian, Seafood",27,3.1,Swad On Grill
4353,OPEWL_4353,Midland,"Tea, Pizza, BBQ, Bakery, Chinese",27,3.2,Moets Curry Leaf Express
8648,73m84_8648,Bozeman,"Bakery, American, Seafood",27,3.5,Behrouz Biryani
8503,6Qq1J_8503,Palm Springs,"Pizza, BBQ, Desserts, Fast Food",27,0.0,Green Valley Chinese Food
4345,8nAHh_4345,Moline,"Tea, American, BBQ",27,3.4,Ano Tai - Jaypee Vasant Continental
5934,lAXra_5934,Richmond,"Desserts, Italian, Mexican, BBQ, Seafood",27,0.0,Annapurna Food Point
7635,UU17Z_7635,Staunton,"Cafe, Mexican, BBQ, Seafood",27,3.3,Grover Sweets & Bakers
8086,A16QX_8086,Waco,"Cafe, Chinese, Tea, Mediterranean",27,0.0,The Feast Box
276,3eNCE_276,West Palm Beach,"Tea, Pizza, Desserts, Italian",27,3.6,Fiesta Cancun
486,sdbNd_486,Wrangell,"Bakery, Pizza, BBQ",28,3.7,Miles Inn
122,K2DrT_122,Harrisburg,"Mexican, Pizza, BBQ",28,4.1,Viva! Argentine Cuisine
1932,aQ3VQ_1932,Aguadilla,"Cafe, Pizza",28,3.2,Cafeteria Point
2547,YGj3D_2547,Lewisburg,"Pizza, American, Mediterranean, Desserts",28,3.4,Curry Leaves
6285,YykqY_6285,Indianapolis,"BBQ, Desserts",28,3.1,Yellowtail
992,3UMGM_992,Latrobe,"Cafe, Seafood",28,2.8,Shree Bikaner Misthan Bhandar
6687,NaA3R_6687,Bakersfield,"Tea, Pizza, Italian, Fast Food, Chinese, Seafood",28,3.6,Pind Balluchi
3174,amRH9_3174,Lake Charles,"Desserts, Pizza, French, BBQ, Seafood",28,0.0,Parantha Point
7803,j9J70_7803,Columbus,"Tea, Pizza, BBQ",28,0.0,Cake Express
6576,iK6b8_6576,Santa Rosa,"Tea, Mediterranean, Desserts, Fast Food",28,2.9,Nirula's Ice Cream
6555,UJPUX_6555,Detroit,"Desserts, Tea, Fast Food, Cafe, American",28,2.5,Flavours of Punjab
3558,ecDx7_3558,Dallas,"Desserts, Tea, Pizza, Mexican, Fast Food",28,0.0,Hardwari
113,H568I_113,Mosinee,"Bakery, BBQ, Seafood",28,4.2,Grit
5986,QIkiF_5986,Appleton,"Indian, Desserts, Seafood",28,2.6,Shanghai Moon
2188,o3LBE_2188,Staunton,"Desserts, Tea, Pizza, Chinese, American, Seafood",28,3.1,My Plate
9338,4Ani9_9338,Grand Rapids,"Cafe, BBQ, Desserts",28,3.7,Ju Ju's Cafe
2182,5yovX_2182,Miami,"Desserts, Seafood",28,3.7,L'Opera
4642,ytV8I_4642,Palm Springs,"Tea, Pizza, Mediterranean",28,3.6,Boombox Cafe
399,Gy4wS_399,Tampa,"Pizza, Seafood",28,3.6,Butterburrs
3563,5VQmc_3563,Yakutat,"BBQ, Desserts",28,0.0,Shisha
128,X45DS_128,Lansing,"French, Pizza, Seafood",28,3.8,Manuel's Bread Cafe
5939,PsXn8_5939,Texarkana,"Tea, Cafe, BBQ, Seafood",28,0.0,Cafe Coffee Day
2205,g1FlH_2205,Binghamton,"Desserts, French, BBQ, Cafe, Mediterranean, Seafood",28,0.0,Chaayos
4094,yOAUK_4094,Saginaw,"BBQ, Bakery, Pizza, Desserts",28,3.1,Amritsar Express
5316,bUr8Q_5316,Presque Isle,"Chinese, Indian, Seafood, Fast Food",28,3.3,Breadz
3163,Halbg_3163,Rockford,"Chinese, Desserts, Pizza, Cafe, Mediterranean",28,0.0,Cafe Coffee Day
3073,Ox4Gv_3073,Nantucket,"French, Bakery, Fast Food, Cafe, Seafood",28,3.8,Starbucks
3585,8OY9d_3585,Augusta,"Tea, Pizza, BBQ, Mediterranean",28,0.0,Nando's
5831,aWrRU_5831,Ponce,"Cafe, Desserts",28,3.1,New Vishal Corner
4641,cDUDT_4641,Sacramento,"Bakery, Pizza, American",28,3.9,Azam's Mughlai
6893,BxEj1_6893,Milwaukee,"Tea, American, Fast Food",28,3.0,Kumaon Dhaba & Service
6278,5QNP0_6278,Ogdensburg,"French, Pizza, Cafe, BBQ",28,3.4,The Blessing Bliss
7511,FO5aG_7511,Evansville,"Desserts, Italian, French, Bakery, BBQ, Seafood",28,3.5,24/7 Bar- The Lalit New Delhi
1688,7rsdS_1688,Devils Lake,"Fast Food, Tea, Pizza, Seafood",28,0.0,Swami Vaishno Dhaba
1973,QfO4x_1973,Houston,"Tea, Mexican, Bakery, BBQ, Fast Food",28,2.7,Earthen Spices
7461,DhfdE_7461,Albuquerque,"Chinese, Cafe, Seafood",28,0.0,Punjabi Shahi Chicken Soup
3716,dUASf_3716,Minot,"Pizza, American, Fast Food",28,3.2,Domino's Pizza
1120,LV9DR_1120,Detroit,"Pizza, BBQ, Chinese, Mediterranean, Seafood",28,0.0,Mitalis Kitchen
7189,aaCm9_7189,Harrisburg,"Tea, French, Indian, BBQ",28,3.7,Sweet Nothings By Avanti Mathur
170,0nI5w_170,Baton Rouge,"Tea, Bakery, Chinese, Indian, Seafood",28,4.2,Taste of India
5354,Uj41y_5354,Grand Forks,"Tea, French, Fast Food, American, Seafood",28,3.0,Punjabi Dhaba
7041,5MnGi_7041,Dubuque,"Pizza, Bakery, BBQ",28,4.2,QRO Gourmeteriia BY DARK HOUSE KAFE
6856,tRvkC_6856,Albuquerque,"BBQ, Desserts, Fast Food",28,2.7,Puja Sandwich House
7967,llbEn_7967,Ogdensburg,"French, BBQ, Cafe, Mediterranean, Seafood",28,3.4,Haldiram Bhujiawala
8010,JHPDb_8010,Champaign,"Desserts, Mexican, Bakery, BBQ, Fast Food",28,0.0,EDC Mania
8189,9BdWK_8189,Aberdeen,"Bakery, Desserts, Fast Food",28,0.0,Kings Kulfi
224,LfCT5_224,Detroit,"Tea, BBQ, Desserts, Seafood",28,3.7,Southern Bliss Bakery
8810,OCjFs_8810,Jackson,"Cafe, Bakery",28,2.3,Taste In Box
4016,yAAOL_4016,Dothan,"French, Pizza, Bakery, BBQ",28,3.6,Lord William Tea Lounge - Hotel The Royal Plaza
2376,bsy10_2376,Laredo,"Desserts, Tea, Fast Food, Chinese, American",28,3.7,Verandah
7971,9jNkT_7971,Grand Island,"Tea, Mexican, Fast Food",28,0.0,Chilli Chinese
8181,fqNoB_8181,Toledo,"Bakery, BBQ, Italian",28,3.6,Pita Pit
8179,F3D6T_8179,Killeen,"Tea, Bakery, Indian",28,3.8,Jungle Jamboree
1177,5SKNe_1177,Pocatello,"Tea, Bakery, Cafe, Mediterranean, Seafood",28,0.0,Good to Go
9407,Xa4uH_9407,St. Cloud,"Bakery, Pizza, Cafe, Desserts",28,4.1,Teacup
6481,5z0S2_6481,Raleigh,"Desserts, Italian, Bakery, Cafe, Seafood",28,0.0,Shree Jagannath Restaurant
2022,NYjfQ_2022,Jacksonville,"Desserts, Tea, Pizza, French, Fast Food, Chinese",28,2.8,Ginger Garlic
7517,aGzL1_7517,Madison,"Tea, BBQ, Cafe, Indian, Seafood",28,3.6,Cherry Bar - The Leela Ambience Convention Hotel
6293,UiNwD_6293,Killeen,"Desserts, Pizza, French, Bakery, Seafood",28,3.9,I Food You
6409,GRaW2_6409,Adak Island,"French, American, Cafe, Desserts",28,3.4,Little Chef
3961,vncOf_3961,Savannah,"Tea, Pizza, Mexican, Bakery, American, Seafood",28,0.0,Brown House Cafe
411,W2Zrr_411,Laredo,"Cafe, Pizza",28,3.6,The Bridge
8042,MEJfC_8042,Eau Claire,"Mexican, Pizza, Fast Food",28,3.0,Geoffrey's
3792,879Li_3792,Scranton,"Desserts, Pizza, Fast Food, Indian, Mediterranean",28,3.4,Nachos And Company
1994,HUbaS_1994,Boston,"Bakery, BBQ, Fast Food, American, Mediterranean, Seafood",28,0.0,Apni Rasoi
2492,Rm8fF_2492,Salt Lake City,"Cafe, Desserts, American, BBQ",28,4.5,Joey's Pizza
6703,kMkNy_6703,Medford,"Chinese, Bakery, BBQ, Desserts",28,4.0,Calendar's Kitchen by Satish Kaushik
6540,sHAHy_6540,Newburgh,"Tea, Mexican, BBQ, Fast Food",28,3.4,27 China Street
2488,sDpYA_2488,Latrobe,"Bakery, Pizza, Fast Food",28,3.9,The Rolling Pin
7899,disR9_7899,Raleigh,"Desserts, Tea, Bakery, Fast Food, Chinese",28,3.1,Patiala Shahi Soups
3131,BLUY3_3131,International Falls,"Bakery, Mexican, American, BBQ",28,3.7,Deli - Crowne Plaza
4301,J8HFt_4301,Devils Lake,"Tea, Pizza, Italian, Fast Food, Cafe",28,3.7,Cafe Coffee Day The Square
7077,GryZ5_7077,Sault Ste. Marie,"Tea, Bakery, Fast Food",28,3.9,Starbucks
8771,PdYbN_8771,La Crosse,"Tea, Mexican, BBQ, Fast Food, Cafe",28,0.0,Better Butter Chicken
4276,yXwIq_4276,New Orleans,"Pizza, Desserts",28,0.0,Subhash Punjabi Family Dhaba
5790,ttmEb_5790,Niagara Falls,"Tea, Pizza, Seafood",28,0.0,Biryani Express
3828,Aisle_3828,Atlantic City,"Chinese, Bakery, BBQ, Desserts",28,3.0,Keventers
2452,7XDTV_2452,Juneau,"Italian, Bakery, BBQ, Fast Food, Seafood",28,4.4,The Yellow Chilli
6517,m5O7q_6517,Oklahoma City,"Desserts, Tea, French, Mexican, BBQ, Seafood",28,0.0,Rapchick Biryani
8539,5xO68_8539,Madison,"Tea, Bakery",28,3.2,Hot & Sour
817,jfFgJ_817,Chattanooga,"Cafe, BBQ, Mediterranean, Seafood",28,4.3,L'amandier
6177,PvWuW_6177,Sioux City,"Tea, Chinese, Mexican, Bakery",28,3.2,Domino's Pizza
64,nqcKw_64,Boise,"Tea, Pizza, Italian, Fast Food, Mediterranean, Seafood",28,3.1,Gopala Hari
8479,FmicO_8479,Bangor,"Pizza, Italian, BBQ, Cafe, Mediterranean, Seafood",28,0.0,Crazy Noodles
6630,zpB9k_6630,Des Moines,"Fast Food, Cafe, Italian",28,3.2,Chawla Family Restaurant
341,uDVyx_341,Grand Island,"Bakery, Mexican, Pizza",28,4.0,Thai Pepper
8334,lZVqk_8334,Montgomery,"Tea, American, BBQ",28,0.0,Costa Coffee
811,0a0c6_811,Trenton,"Tea, Bakery, Desserts, Seafood",28,4.6,Fusilli Reasons
2810,4LVkQ_2810,Lawton,"Desserts, Tea, Pizza, French, American",28,2.8,Food Point
2832,EWJ1M_2832,Waco,"Tea, Cafe, Mexican, Seafood",28,3.2,Frontier
7700,9AJq4_7700,Eugene,"Tea, Mexican, Desserts, Fast Food",28,3.5,Wow! Momo
2780,wSetF_2780,Kahului,"Tea, Italian, Cafe, Indian, Seafood",28,3.5,McDonald's
7728,UPG2H_7728,Key West,"Pizza, Mexican, Bakery, BBQ, American",28,4.1,Happy Hakka
9015,hn0UZ_9015,Chicago,"Desserts, Tea, Fast Food, Chinese, Mediterranean, Seafood",28,3.2,Whomely
3247,t3v2b_3247,Wrangell,"Pizza, Italian, Bakery, BBQ, Seafood",28,3.9,Swagath
3239,2DP8P_3239,Waterloo,"Cafe, Mediterranean, Seafood",28,3.7,Moets Shack
7740,BZzjB_7740,Fort Wayne,"Tea, Pizza, Italian, Bakery, BBQ",28,3.3,Barista
6082,KIWSE_6082,St. Louis,"Tea, French, Desserts, Italian",28,0.0,Balaji Eating Point
6797,P6Jd7_6797,Gulfport,"Desserts, Bakery, BBQ, Pizza",28,3.2,High On Burgers
3258,kZ2gS_3258,Bend,"Tea, Bakery, Italian",28,4.4,Cafe Yell
876,BhxQR_876,Dodge City,"Bakery, Desserts",28,3.0,Green Chick Chop
7592,TDptG_7592,Milwaukee,"Desserts, Pizza, Mexican, Fast Food, Cafe",28,0.0,Mama Bhanja Corner
7314,Uw5Dj_7314,Punta Gorda,"Tea, Mexican, Seafood",28,3.5,The Owl's Kitchen
5873,Pe1tS_5873,New Bern,"Desserts, Tea, Italian, Bakery, Cafe",28,3.4,Sura Vie
705,uY16U_705,Reno,"Italian, Bakery, Fast Food, Cafe, American",28,4.1,Kanha Sweets
1786,oZFWX_1786,Portsmouth,"Chinese, French, Cafe, Fast Food",28,0.0,Bikaner Sweets Snacks & Restaurant
6745,z9OhI_6745,Gulfport,"Tea, French, Cafe, Fast Food",28,3.6,Behrouz Biryani
6119,Klwcy_6119,Grand Rapids,"Desserts, Pizza, Bakery, Cafe, Mediterranean",28,0.0,The Night Rider
5494,iaqQQ_5494,Seattle,"Desserts, BBQ, Fast Food, Cafe, Mediterranean",28,3.2,Wow! Momo
6143,25BIX_6143,Prescott,"French, Mexican, Desserts, Seafood",28,4.4,Chor Bizarre
2947,L1h9Z_2947,Laramie,"Desserts, Italian, BBQ, Cafe, Seafood",28,3.6,Maa Tara
4377,oZwpN_4377,Moab,"French, Mexican, Cafe, Seafood",28,0.0,Al-Malik Chicken Point
1635,XgHFz_1635,Burbank,"Tea, Desserts",28,3.8,Caffe Tonino
9186,R9j3Y_9186,Key West,"Bakery, Pizza, Fast Food",28,3.4,Kaveri Restaurant And Caterers
542,MpMh0_542,Charleston,"Tea, Bakery, Indian",28,3.7,Brown Bottle The Cedar Falls
756,4GhJb_756,Islip,"Tea, Mexican, Bakery, Fast Food",28,3.5,Bapu Ki Kutia
7331,ZsaCT_7331,Bellingham,"Tea, Cafe, Desserts, Fast Food",28,3.2,Kitchen & Chicken
7646,6F5YR_7646,Oklahoma City,"French, Pizza, Cafe",28,2.8,Shahi Kachauri Wale
2859,gkiSl_2859,Detroit,"Desserts, Tea, Pizza, Italian, Mediterranean",28,3.0,Rehmatullah's Hotel
779,n6QeN_779,Ogden,"Cafe, Mexican, Bakery, Italian",28,4.0,Aangan Horizon
2643,klFmN_2643,Montgomery,"Tea, Pizza, BBQ, American, Seafood",28,3.4,Fresh n Refresh
2897,sYkGU_2897,Dodge City,"Tea, Chinese, Fast Food",28,0.0,Ratan Singh
7749,I2X7Z_7749,Bismarck,"Tea, Pizza, Cafe, Indian, Seafood",28,3.1,HotPlate
6741,alGes_6741,Fort Myers,"Chinese, Bakery, Pizza",28,3.4,Sardar A Pure Meat Shop
1882,wzWvS_1882,Evansville,"Chinese, BBQ, Seafood, Fast Food",28,3.1,Goli Vada Pav No. 1
577,Snc4K_577,Honolulu,"Cafe, Seafood",28,4.0,Bait El Khetyar
8293,g37Z6_8293,Fort Myers,"French, BBQ, Seafood, Fast Food",28,0.0,Red Chilli
924,xg5Wq_924,Wrangell,"Desserts, Fast Food",28,2.9,Sanjha Chulha
7783,laX2p_7783,Missoula,"Tea, Chinese, BBQ",28,3.0,Giani
5180,v7GBK_5180,Provo,"Tea, Bakery, BBQ, Seafood",28,3.5,Noodle Box
648,CYWWV_648,Sault Ste. Marie,"Tea, Indian, Mediterranean, BBQ",28,4.3,Fozzie's Pizzaiolo
9392,G6SLJ_9392,Kahului,"Seafood, American, Fast Food",28,4.5,Roti Chai
3497,1gtkv_3497,St. Petersburg,"Tea, Desserts",28,0.0,Delhi Pizza Corner
5187,ff5Jj_5187,Tulsa,"Desserts, Cafe, Mexican, Chinese, Seafood",28,3.9,Stoned Age Kitchen
6079,tE1Ya_6079,Oakland,"Bakery, BBQ, Chinese, Indian, Seafood",28,0.0,Aggarwal Sweets
893,P9gPt_893,Fort Smith,"Bakery, Pizza, Seafood",28,3.2,Giani's
5643,Pk9me_5643,Florence,"Tea, Indian, Seafood",28,0.0,Jaca Restaurant
3219,a9ISq_3219,Baltimore,"Cafe, Desserts, Fast Food",28,3.9,28 Capri Italy
1718,UbncZ_1718,Miami,"Italian, Mexican, Bakery, Cafe, Seafood",28,3.0,Spices & Sauces
1535,OApea_1535,Newburgh,"Tea, Desserts",28,3.2,Handi X-Press
6802,UfMxu_6802,Saipan,"Bakery, American, Desserts",28,3.4,Lunia Italian
4123,Fr5yU_4123,Binghamton,"Seafood, Bakery, Indian, Fast Food",28,3.2,Sahni Chicken Corner
4369,UzuY4_4369,Rapid City,"Bakery, Pizza, Seafood",29,3.3,Chhole Bhature Corner
4789,Y98iP_4789,Rockford,"Cafe, American, Mediterranean, Desserts",29,0.0,Dial A Cake
910,cZuuf_910,Fort Leonard Wood,"Bakery, Fast Food",29,3.2,Cafe Bite
1601,ilU8H_1601,Plattsburgh,"French, Bakery, Indian, Seafood",29,3.1,Kaza
2055,moyZa_2055,Augusta,"Bakery, Indian, Cafe, Fast Food",29,3.4,Karari Kurry
7596,nlWHU_7596,Grand Junction,"Tea, French, BBQ, Fast Food, Seafood",29,0.0,Pizza Station
2058,VGNfS_2058,Hartford,"Tea, Pizza, Fast Food, American, Mediterranean, Seafood",29,3.4,Rao's Meeting Point
537,GW21p_537,Walla Walla,"Tea, Italian, Bakery, BBQ, Seafood",29,4.1,Smok'n Pig B-B-Q
8515,jv4XS_8515,Boston,"Bakery, Seafood",29,2.6,Public Cafe
6011,SKeIs_6011,Alexandria,"Fast Food, Pizza, Mediterranean, Italian",29,3.2,Everest Kitchen
8352,W1ExG_8352,Hilton Head,"Cafe, Pizza, Fast Food",29,0.0,Tpot
5867,3yUIw_5867,Rapid City,"Pizza, Bakery",29,3.3,Pizza Hut
2952,qC44L_2952,Charlotte Amalie,"Tea, Cafe, Pizza, BBQ",29,0.0,Brownies & More
7369,vfAbR_7369,St. Louis,"Desserts, Tea, Cafe, Mexican, Chinese",29,2.7,Cafe Coffee Day
3863,I0mm8_3863,Fort Lauderdale,"Tea, Chinese, Seafood",29,4.3,Big Yellow Door
2679,JcAQo_2679,Charlotte Amalie,"Desserts, Italian, French, BBQ, Fast Food, Seafood",29,3.4,McDonald's
8736,5trgv_8736,Paducah,"Tea, Mexican, Bakery, BBQ, American",29,2.5,Subway
7370,GbwD1_7370,Pensacola,"French, Bakery, Indian, Fast Food",29,2.5,Code
8414,svurO_8414,Santa Barbara,"Fast Food, Cafe, Italian",29,3.2,Sagar Ratna
9445,xyfoM_9445,San Luis Obispo,"Pizza, BBQ, Fast Food, Cafe, Indian",29,4.4,Jerry's Burger Bar
4479,KOAcp_4479,Gulfport,"Tea, Mexican, Fast Food, Cafe, Seafood",29,3.3,Pradhan Ji Multi Cuisine Restaurant
2358,B7fZz_2358,Moline,"Desserts, Tea, Pizza, Fast Food, American",29,3.3,Hucka
8030,w4hbZ_8030,Indianapolis,"Tea, Bakery, Mediterranean, Desserts",29,0.0,Sufiyan Restaurant
9124,h6GNW_9124,Salt Lake City,"Cafe, Pizza, Desserts",29,3.4,Angeethi
6393,H8PB9_6393,Portsmouth,"Fast Food, French, Bakery, Italian",29,3.2,Cakes Dot Com
5690,4HdCQ_5690,Grand Rapids,"Tea, Italian, Mexican, BBQ, Cafe",29,0.0,Mehtaab Sweet Corner & Restaurant
1920,FIGzx_1920,Pensacola,"Desserts, Tea, French, Fast Food, Chinese",29,0.0,Kwality Restaurant
7360,c4Deo_7360,Sarasota,"Fast Food, French, Seafood, Italian",29,4.1,The Society Cafe
6817,LGaUv_6817,Pasco,"Mexican, BBQ, Fast Food, Cafe, Mediterranean",29,3.6,Cafe Rock 'n' Rolla
7553,MRoQj_7553,Binghamton,"Pizza, Mediterranean, Desserts, Seafood",29,2.7,Aggarwal Sweets
1205,WPlDp_1205,Lubbock,"Chinese, Indian, Desserts, Seafood",29,3.4,Mosaic - Country Inn & Suites By Carlson
557,ofKS7_557,Indianapolis,"Cafe, Mexican, Indian, Desserts",29,3.6,Rudy's Tacos
3817,3oxTE_3817,Richmond,"Tea, Bakery",29,0.0,Krishna Juice & Shakes Corner
6450,shLQd_6450,Prescott,"Cafe, Indian, Desserts, Seafood",29,2.5,Domino's Pizza
6922,WZlOk_6922,Wrangell,"Cafe, Bakery, Pizza, Seafood",29,3.3,Nueva
8035,7lJ38_8035,Detroit,"Tea, Mexican, Bakery",29,2.9,Knights Chaska
5810,Q9XYm_5810,Alpena,"Tea, Bakery, BBQ, Desserts",29,0.0,Shashi's China Wok
7421,gVKX6_7421,Cape Girardeau,"Desserts, Pizza, Bakery, BBQ, American, Mediterranean",29,0.0,Standard Pastry Shop
7423,Qlcfl_7423,Portsmouth,"Tea, Italian, Bakery, BBQ, Fast Food",29,0.0,Variety of Shawarmas
5398,aMvZQ_5398,Fort Smith,"Chinese, Bakery, Cafe",29,2.9,Dill's Chawla Chik-Inn
5584,1WK4h_5584,Tampa,"Cafe, Seafood, Desserts, Fast Food",29,0.0,Fresh Fast Food
8781,R9NSd_8781,Raleigh,"BBQ, Desserts, Italian",29,0.0,Momos Box
2113,U71Gc_2113,Worcester,"Pizza, Indian, Seafood",29,4.1,Nosh
8000,CASZR_8000,Arcata,"Tea, Chinese, Bakery",29,2.7,Madhuvan Chinese Fast Food
6751,7zm6l_6751,San Jose,"Bakery, Mexican, Pizza, Mediterranean",29,3.5,Kebab Xpress
7787,aBwKb_7787,Prescott,"Cafe, Pizza, Desserts",29,2.9,Punjabi Vaishno Rasoi
95,J7rHX_95,Grand Island,"Tea, Chinese, Desserts",29,3.5,Locos Grill & Pub
9441,ArLXo_9441,Houston,"Pizza, American, Seafood",29,4.4,Truth Coffee
8384,yzd1A_8384,Los Angeles,"Tea, Cafe, Mexican",29,2.9,Barista
15,EO9rA_15,Knoxville,"French, BBQ, Desserts, Seafood",29,3.6,Cafe Arabelle
12,LU6Nk_12,Aberdeen,"Pizza, Mediterranean, BBQ",29,4.8,Silantro Fil-Mex
6669,NY7Ex_6669,Dayton,"Pizza, Indian, Seafood",29,3.9,CG's - Lounge Cafe Bar
9375,4i8i5_9375,Charlotte,"Chinese, Bakery, Seafood, Fast Food",29,4.0,Tuk Tuk Indian Street Food
2212,ujDve_2212,Des Moines,"Tea, Cafe, Indian",29,0.0,Knights Kitchen
5763,y8yVO_5763,Duluth,"Pizza, Bakery, Cafe, Mediterranean, Seafood",29,2.9,Chinese K. Food
7537,uefxQ_7537,Petersburg,"Tea, Bakery, Fast Food, Cafe, Mediterranean",29,3.6,Ricks Bar - The Taj Mahal Hotel
2759,tZIGs_2759,Escanaba,"Seafood, Bakery, Desserts, Italian",29,3.1,Sachdeva Confectioners
7105,FOjXz_7105,Evansville,"Desserts, Italian, French, BBQ, Bakery, Fast Food",29,3.2,Gufa Restaurant
8877,v3H6y_8877,Pocatello,"Cafe, Mexican, Desserts, Fast Food",29,3.0,Pichli Gali
3432,rsJ5V_3432,Monterey,"Cafe, Pizza, Fast Food, Chinese, Indian, Seafood",29,3.5,Al Zaitoon
1043,z8Q0D_1043,Fort Wayne,"Pizza, French, Mexican, BBQ, Bakery, Cafe",29,0.0,Shri Bikaner Misthan Bhandar
9164,6UstG_9164,Seattle,"Bakery, Mediterranean, Desserts",29,4.1,The Sassy Spoon
1567,59HXo_1567,Moab,"Chinese, French, Bakery, Cafe",29,3.4,McDonald's
2550,ccRZz_2550,Birmingham,"Tea, Mexican, Pizza, Fast Food",29,3.4,White X Sky Lounge
3651,IXvf7_3651,Salisbury,"Tea, Bakery, Fast Food, Mediterranean, Seafood",29,3.3,Samavar
2735,PaObR_2735,Kahului,"French, Pizza, BBQ, Fast Food",29,3.6,Invitation
10,Erybj_10,Syracuse,"Chinese, BBQ, Mediterranean, Fast Food",29,4.9,Silantro Fil-Mex
1480,LqpuP_1480,Lewisburg,"Cafe, BBQ, Italian",29,3.6,All Time Cafe
4893,qQfut_4893,Miami,"Pizza, Fast Food, Cafe, Indian, Seafood",29,0.0,Delhi 6 Cafe
8248,onq3h_8248,Harlingen,"Cafe, Pizza, BBQ, Seafood",29,3.1,Your Spicy Kitchen
6615,0kwJR_6615,Cleveland,"Indian, Mediterranean, BBQ, Seafood",29,0.0,LSK Express
6932,nkRV4_6932,Omaha,"American, BBQ, Seafood",29,2.6,DELI2NITE
663,iSA0Z_663,Little Rock,"Chinese, Cafe, Seafood",29,3.9,Mazzo
8891,6I8dW_8891,Hagerstown,"French, Pizza, BBQ",29,3.8,RollsKing
862,QboAW_862,Anchorage,"Cafe, Desserts",29,4.1,Cafe Marigold
869,3nevE_869,Binghamton,"Pizza, Mexican, Fast Food, Cafe, Mediterranean, Seafood",29,2.8,Rakheja Bakery
5008,fdCtr_5008,San Diego,"Fast Food, Cafe, Seafood, Italian",29,2.8,Armaan's Restaurant
5203,SIJpI_5203,Kotzebue,"Pizza, Bakery, Mediterranean",29,4.1,Rustom's Cafe & Bakery
2220,SRuSs_2220,Paducah,"Desserts, French, Fast Food, Cafe, Mediterranean, Seafood",29,0.0,Uttrakhand Bohra Bhojnalaya & Fast Food
2163,7NCdu_2163,Gulfport,"Desserts, Cafe, French, Fast Food, Chinese, Seafood",29,2.2,WoW - Vada Pav & More
4417,rCQUe_4417,Santa Barbara,"Desserts, Tea, Pizza, French, Seafood",29,2.6,Muradabadi Shahi Biryani & Chicken Corner
906,UHTm8_906,Evansville,"Cafe, Bakery, Desserts, Fast Food",29,0.0,Punjabi Restaurant
9102,N4uEe_9102,San Juan,"Fast Food, Cafe, Desserts, Italian",29,0.0,Tea Trails
2229,6674c_2229,Bloomington,"Tea, French, Mexican, Cafe, Seafood",29,3.1,Cafe Coffee Day
4280,84zlu_4280,Laredo,"Desserts, Pizza, BBQ, Chinese, Mediterranean",29,2.3,Chawla's宊
7227,3Ses6_7227,Twin Falls,"Bakery, Mediterranean, Desserts, Fast Food",29,0.0,Yummy Rasoi
974,2Vzro_974,Prescott,"Tea, Pizza, French, Bakery, BBQ, Mediterranean",29,0.0,Gulshan Hotel
307,TMLMU_307,Grand Junction,"Desserts, BBQ, Fast Food, Cafe, American",29,4.2,2 Dog
2441,obYBu_2441,Elmira,"Mexican, Pizza, Desserts, Italian",29,4.1,Indian Summer
